عنوان,نوع معامله,محله,متراژ,سال ساخت,تعداد اتاق,قیمت کل,قیمت هر متر,طبقه,تاریخ انتشار,لینک
ویلابه همراه ششصد وپنجاه متر زمین مسکونی,فروش,بازکیاگوراب,۶۰,۱۴۰۲,۱,"‏۱۶,۰۰۰,۰۰۰,۰۰۰ تومان","‏۲۴,۶۱۵,۰۰۰ تومان",,۳ شهریور ۱۴۰۵، ۲۰:۳۰,https://divar.ir/v/gaNqMFDf
پیش‌فروش‌ در گلستان‌‌زوج,فروش,گلستان,,,,,,,۲۰ مرداد ۱۴۰۵، ۱۹:۱۰,https://divar.ir/v/ga7FU-H-
طبقه اول 88 بهمراه ی بهار خواب 20متری,فروش,گلستان,۱۰۸,۱۳۹۸,۲,"‏۱۰,۵۰۰,۰۰۰,۰۰۰ تومان","‏۹۷,۲۲۲,۰۰۰ تومان",۱,۳ شهریور ۱۴۰۵، ۲۰:۲۵,https://divar.ir/v/gaNi8vAY
فروش‌ زمین‌مسکونی در بیجاربنه,فروش,لیالستان,,,,"‏۷,۲۷۵,۰۰۰,۰۰۰ تومان","‏۲۵,۰۰۰,۰۰۰ تومان",,۱۳ مرداد ۱۴۰۵، ۱۲:۰۳,https://divar.ir/v/gaxNaWBa
فروش زمین ویلا,فروش,لیل,,,,"‏۱۰۰,۰۰۰,۰۰۰,۰۰۰ تومان","‏۱,۰۰۰,۰۰۰ تومان",,۳ شهریور ۱۴۰۵، ۱۹:۵۲,https://divar.ir/v/gaNGMLPQ
۳۷۰مترزمین مسکونی در گمل زیر قیمت منطقه,فروش,لیل,,,,"‏۵,۰۰۰,۰۰۰,۰۰۰ تومان","‏۱۳,۵۱۳,۰۰۰ تومان",,۳ شهریور ۱۴۰۵، ۱۹:۵۱,https://divar.ir/v/gaNCc5Nf
فروش زمین 200متری مسکونی سندتک برگ لیالستان,فروش,لیالستان,,,,"‏۴,۰۰۰,۰۰۰,۰۰۰ تومان","‏۲۰,۰۰۰,۰۰۰ تومان",,۲۷ مرداد ۱۴۰۵، ۰۸:۰۹,https://divar.ir/v/gaDGOkI5
اپارتمان شیک با موقییت استثنایی در نیما۵,رهن و اجاره,رجایی,۱۰۳,۱۳۹۶,۲,,,۱ از ۴,۳ شهریور ۱۴۰۵، ۱۹:۳۵,https://divar.ir/v/gaNybuRA
114 متر در برج ابریشم (دور استخر),رهن کامل,شیشه گران,۱۱۴,۱۴۰۲,۲,,,۶,۳ شهریور ۱۴۰۵، ۱۹:۳۳,https://divar.ir/v/gaNyLwdJ
ویلا,فروش,شهید آوینی,۲۷۵,۱۳۹۷,۳,"‏۷۵۰,۰۰۰,۰۰۰ تومان","‏۳۷۵,۰۰۰ تومان",,۲۷ مرداد ۱۴۰۵، ۱۸:۱۴,https://divar.ir/v/gaE-2XJQ
ویلا نوساز بیجاربنه پایین,فروش,لیالستان,۱۰۰,۱۴۰۳,۱,"‏۱۱,۰۰۰,۰۰۰,۰۰۰ تومان","‏۵۵,۰۰۰,۰۰۰ تومان",,۴ مرداد ۱۴۰۵، ۱۴:۲۳,https://divar.ir/v/galdOD6B
۱۶۰ متر زمین مسکونی در رزمندگان _ فروش یا معاوضه,فروش,کوی زمانی,,,,"‏۸,۰۰۰,۰۰۰,۰۰۰ تومان","‏۵۰,۰۰۰,۰۰۰ تومان",,۲۴ تیر ۱۴۰۵، ۱۲:۰۵,https://divar.ir/v/gaXVEYKg
خیابان خرمشهر فول امکانات,فروش,شهید آوینی,۸۰,۱۳۹۸,۲,"‏۱۱,۰۰۰,۰۰۰,۰۰۰ تومان","‏۱۳۷,۵۰۰,۰۰۰ تومان",۳ از ۴,۳ شهریور ۱۴۰۵، ۱۹:۰۶,https://divar.ir/v/gaNa7SBt
زمین,فروش,جمهوری,,,,"‏۱۳,۹۵۰,۰۰۰,۰۰۰ تومان","‏۵۰,۰۰۰,۰۰۰ تومان",,۸ مرداد ۱۴۰۵، ۱۷:۲۶,https://divar.ir/v/garhlBn_
۳۰۰ متر زمین با ۴۵۰ متر پروانه ساخت,فروش,کوی خزر,,,,"‏۱۲,۵۰۰,۰۰۰,۰۰۰ تومان","‏۴۱,۶۶۶,۰۰۰ تومان",,۳ شهریور ۱۴۰۵، ۱۹:۰۰,https://divar.ir/v/gaNSb4Ai
واحد نقلی بر اصلی صادقیه در خرمشهر,فروش,شهید آوینی,۷۶,۱۳۹۷,۲,"‏۹,۵۰۰,۰۰۰,۰۰۰ تومان","‏۱۲۵,۰۰۰,۰۰۰ تومان",۲ از ۲,۳ شهریور ۱۴۰۵، ۱۸:۵۰,https://divar.ir/v/gaNKrh84
زمین تجاری در لاهیجان,فروش,گلستان,,,بدون اتاق,"‏۴۸,۰۰۰,۰۰۰,۰۰۰ تومان","‏۱۸۳,۲۰۶,۰۰۰ تومان",,۳ شهریور ۱۴۰۵، ۱۸:۴۹,https://divar.ir/v/gaNK7FlW
آپارتمان ۱۱۴ متری دو خواب برج ابریشم,رهن کامل,شیشه گران,۱۱۴,۱۴۰۲,۲,,,۶,۳ شهریور ۱۴۰۵، ۱۸:۴۷,https://divar.ir/v/gaNG74OS
فروش واحد۱۰۰ متری  تک واحدی,فروش,گلستان,۱۰۰,۱۴۰۵,۲,"‏۱۴,۵۰۰,۰۰۰,۰۰۰ تومان","‏۱۴۵,۰۰۰,۰۰۰ تومان",۱,۳ شهریور ۱۴۰۵، ۱۸:۴۴,https://divar.ir/v/gaNGbP1X
لاهیجان بازکیاگوراب چفل ویلایی با ویویی ابدی,فروش,بازکیاگوراب,۷۴,۱۴۰۴,۱,"‏۶,۵۰۰,۰۰۰,۰۰۰ تومان","‏۳۱,۵۵۳,۰۰۰ تومان",,۳ شهریور ۱۴۰۵، ۱۸:۴۴,https://divar.ir/v/gaNGrIC1
رهن و اجاره ی ۱۱۰ متری_ ۳ خواب_ تک واحدی_ تخلیه,رهن کامل,فیاض,۱۱۰,۱۴۰۰,۳,,,۲ از ۳,۳ شهریور ۱۴۰۵، ۱۸:۴۴,https://divar.ir/v/gaNGrAet
پیش فروش واحد 105 متری راه جدا ویو دار در کوهبنه,فروش,آهندان,,,,,,,۱۸ مرداد ۱۴۰۵، ۱۸:۵۰,https://divar.ir/v/ga4ppilh
فروش زمین شهری سوستان,فروش,لیل,,,,"‏۶,۳۰۰,۰۰۰,۰۰۰ تومان","‏۶۱,۷۶۴,۰۰۰ تومان",,۳۰ مرداد ۱۴۰۵، ۱۳:۱۳,https://divar.ir/v/gaIyReqQ
زمین ۲۱۵ متر  ییلاقی دیلمان,فروش,شیشه گران,,,,"‏۳۹۰,۰۰۰,۰۰۰ تومان","‏۱,۸۱۳,۰۰۰ تومان",,۸ مرداد ۱۴۰۵، ۱۴:۰۲,https://divar.ir/v/garhyRVW
اجاره مغازه سادات محله بوجایه,رهن و اجاره,آهندان,۲۰,۱۳۹۴,بدون اتاق,,,,۵ تیر ۱۴۰۵، ۲۱:۴۴,https://divar.ir/v/ga-8bLFA
زمین داخل طرح 250 متری لاهیجان سطلسر,فروش,لیل,,,,"‏۲,۷۵۰,۰۰۰,۰۰۰ تومان","‏۱۱,۰۰۰,۰۰۰ تومان",,۳ شهریور ۱۴۰۵، ۱۸:۱۴,https://divar.ir/v/gaKGL6yA
فروش مغازه 40متری در بهترین لوکیشن شیشه گران,فروش,شیشه گران,۴۰,۱۳۹۰,بدون اتاق,"‏۸۰,۰۰۰,۰۰۰,۰۰۰ تومان","‏۲,۰۰۰,۰۰۰,۰۰۰ تومان",,۳ شهریور ۱۴۰۵، ۱۸:۰۹,https://divar.ir/v/gaNiaxqa
واحد ۱۲۵ متری مستقل شقایق,رهن و اجاره,شقایق,۱۲۵,۱۳۹۵,۲,,,۱,۳ شهریور ۱۴۰۵، ۱۸:۰۳,https://divar.ir/v/gaNe6lrp
فروش واحد کلید نخورده۱۴۰متری با ویوکامل استخر,فروش,گلستان,۱۴۰,۱۴۰۴,۳,"‏۲۷,۰۰۰,۰۰۰,۰۰۰ تومان","‏۱۹۲,۸۵۷,۰۰۰ تومان",۶ از ۶,۱۹ مرداد ۱۴۰۵، ۱۱:۴۱,https://divar.ir/v/ga5dITcX
فروش سوییت,فروش,لیالستان,۵۴,۱۳۹۸,۲,"‏۵,۰۰۰,۰۰۰,۰۰۰ تومان","‏۹۲,۵۹۲,۰۰۰ تومان",همکف از ۲,۳۰ مرداد ۱۴۰۵، ۱۳:۴۱,https://divar.ir/v/gaISSNLp
واحد خوابه سندار,فروش,مهرگان,۱۰۰,۱۳۹۸,۲,"‏۹,۸۰۰,۰۰۰,۰۰۰ تومان","‏۹۸,۰۰۰,۰۰۰ تومان",۲ از ۳,۵ مرداد ۱۴۰۵، ۱۰:۵۰,https://divar.ir/v/ganZwmTZ
۵۰متر سویت_پارکینگ دار_گلستان زوج,فروش,گلستان,۵۰,۱۳۹۰,۱,"‏۶,۵۰۰,۰۰۰,۰۰۰ تومان","‏۱۳۰,۰۰۰,۰۰۰ تومان",همکف از ۲,۲۶ مرداد ۱۴۰۵، ۱۲:۴۸,https://divar.ir/v/gaCG9yvt
۱۵۱متر زمین_کاملا مسکونی_دو بر_سند دار,فروش,کوی خزر,,,,"‏۴,۵۰۰,۰۰۰,۰۰۰ تومان","‏۲۹,۸۰۱,۰۰۰ تومان",,۱۸ مرداد ۱۴۰۵، ۱۰:۴۰,https://divar.ir/v/ga4dS3l2
فروش خونه ۱۰۰ متری در بازکیاگوراب,فروش,بازکیاگوراب,۱۰۰,۱۳۹۰,۲,"‏۵,۵۰۰,۰۰۰,۰۰۰ تومان","‏۳۶,۶۶۶,۰۰۰ تومان",,۳ شهریور ۱۴۰۵، ۱۷:۴۳,https://divar.ir/v/gaNKaN6Z
فروش زمین مسکونی در لاهیجان.سیستان بالا,فروش,لیل,,,,"‏۲۷,۵۰۰,۰۰۰,۰۰۰ تومان","‏۳۳,۴۱۴,۰۰۰ تومان",,۳ شهریور ۱۴۰۵، ۱۷:۳۵,https://divar.ir/v/gaNCaog6
اجاره سالیانه خانه ویلایی,رهن و اجاره,حاجی آباد,۱۱۰,۱۴۰۳,۲,,,,۳ شهریور ۱۴۰۵، ۱۷:۳۴,https://divar.ir/v/gaNC64tf
زمین ۳۲۵متر مسکونی ۱۰دقه ای مسیر بین لاهیجان و رشت,فروش,کوی خزر,,,,"‏۱,۸۵۰,۰۰۰,۰۰۰ تومان","‏۵,۶۹۲,۰۰۰ تومان",,۵ مرداد ۱۴۰۵، ۲۰:۱۹,https://divar.ir/v/ganpI2qg
۱۲۰ متر _۳ خواب _ خزر نزدیک استخر,رهن کامل,کوی خزر,۱۲۰,۱۴۰۱,۳,,,۳,۳۱ مرداد ۱۴۰۵، ۱۷:۲۸,https://divar.ir/v/gaJq63zD
فروش واحد نوساز ۱۰۸ متری در خیابان سبحان لاهیجان,فروش,شهرک جانبازان,۱۰۸,۱۴۰۵,۲,"‏۱۳,۰۰۰,۰۰۰,۰۰۰ تومان","‏۱۲۰,۳۷۰,۰۰۰ تومان",۱,۵ اسفند ۱۴۰۴، ۱۲:۰۰,https://divar.ir/v/QacOAo9o
110متری بالاشهرخوش قیمت منصفانه وارزشمند,رهن و اجاره,رجایی,۱۱۰,۱۴۰۰,۲,,,۱ از ۳,۳ شهریور ۱۴۰۵، ۱۶:۵۴,https://divar.ir/v/gaN2FoDP
فروش واحد مسکونی,فروش,گلستان,۲۳۵,۱۳۷۴,۲,"‏۲۴,۰۰۰,۰۰۰,۰۰۰ تومان","‏۱۰۲,۱۲۷,۰۰۰ تومان",,۳ شهریور ۱۴۰۵، ۱۶:۵۰,https://divar.ir/v/gaNaZj_X
رهن و اجاره واحد ۱۷۰ متری -۳ خواب چند قدمی استخر,رهن و اجاره,گلستان,۱۷۰,۱۴۰۴,۳,,,۵,۱۸ مرداد ۱۴۰۵، ۱۶:۲۶,https://divar.ir/v/ga4hH1wA
زمین دارای سند تک برگ و با امتیازات کامل,فروش,لیالستان,,,,"‏۱۱,۰۰۰,۰۰۰,۰۰۰ تومان","‏۲۰,۷۵۴,۰۰۰ تومان",,۳ شهریور ۱۴۰۵، ۱۶:۳۹,https://divar.ir/v/gaNOp27I
مطب تجاری ساختمان پزشکان تریتا لاهیجان شیشه گران,فروش,شیشه گران,۵۰,۱۳۹۹,۱,"‏۲۰,۰۰۰,۰۰۰,۰۰۰ تومان","‏۴۰۰,۰۰۰,۰۰۰ تومان",۷,۱۱ مرداد ۱۴۰۵، ۱۲:۱۶,https://divar.ir/v/gavNgqAy
اجاره خانه,رهن و اجاره,گلستان,۷۰,۱۳۹۰,۲,,,۲,۳ شهریور ۱۴۰۵، ۱۶:۳۸,https://divar.ir/v/gaNOpwoi
فروش خانه در خیابان ازادگان -مولانا,فروش,کوی خزر,۱۴۵,۱۳۹۰,۳,"‏۱۴,۲۱۰,۰۰۰,۰۰۰ تومان","‏۹۸,۰۰۰,۰۰۰ تومان",۳ از ۳,۳ شهریور ۱۴۰۵، ۱۶:۳۵,https://divar.ir/v/gaNOZGBM
زمین بر اتوبان لاهیجان،لنگرود,فروش,لیالستان,,,,"‏۸۰,۰۰۰,۰۰۰,۰۰۰ تومان","‏۵۸,۹۵۳,۰۰۰ تومان",,۳ شهریور ۱۴۰۵، ۱۶:۳۳,https://divar.ir/v/gaNKpkWG
واحد ۷۷ متری در میدان هدایت,فروش,شهرک جانبازان,۷۷,۱۳۹۶,۲,"‏۷,۰۰۰,۰۰۰,۰۰۰ تومان","‏۹۰,۹۰۹,۰۰۰ تومان",۱ از ۴,۳ شهریور ۱۴۰۵، ۱۶:۲۹,https://divar.ir/v/gaNG5res
لاهیجان فروش معاوضه مغازه 33 متری در شیشه گران,فروش,شیشه گران,۳۳,۱۴۰۰,بدون اتاق,"‏۱۵,۰۰۰,۰۰۰,۰۰۰ تومان","‏۴۵۴,۵۴۵,۰۰۰ تومان",,۳ شهریور ۱۴۰۵، ۱۶:۲۶,https://divar.ir/v/gaNCZz4d
لاهیجان رهن فروشگاه 2000 متری بین لنگرود لاهیجان,رهن و اجاره,رجایی,۲۰۰۰,۱۳۹۵,۱,,,,۳ شهریور ۱۴۰۵، ۱۶:۲۳,https://divar.ir/v/gaNCJNcX
اجاره ویلا,رهن و اجاره,انقلاب,۹۰,۱۴۰۰,۲,,,,۶ مرداد ۱۴۰۵، ۲۳:۵۲,https://divar.ir/v/gap9Qbbm
لاهیجان فروش آپارتمان 130 متری در نیما,فروش,رجایی,۱۳۰,۱۴۰۵,۳,"‏۲۶,۰۰۰,۰۰۰,۰۰۰ تومان","‏۲۰۰,۰۰۰,۰۰۰ تومان",۳ از ۵,۳ شهریور ۱۴۰۵، ۱۶:۲۲,https://divar.ir/v/gaN64f3h
لاهیجان پیش فروش آپارتمان 110 متری گلستان,فروش,گلستان,,,,,,,۳ شهریور ۱۴۰۵، ۱۶:۱۵,https://divar.ir/v/gaN2Ys9g
لاهیجان فروش آپارتمان 125 متری شیشه گران,فروش,شیشه گران,۱۲۵,۱۴۰۴,۲,"‏۲۵,۰۰۰,۰۰۰,۰۰۰ تومان","‏۲۰۰,۰۰۰,۰۰۰ تومان",۵ از ۵,۳ شهریور ۱۴۰۵، ۱۶:۱۱,https://divar.ir/v/gaN2IYzW
لاهیجان،فروش آپارتمان 110 متری در گلستان,فروش,گلستان,۱۱۰,۱۴۰۴,۲,"‏۱۲,۵۰۰,۰۰۰,۰۰۰ تومان","‏۱۱۳,۶۳۶,۰۰۰ تومان",۱,۳ شهریور ۱۴۰۵، ۱۶:۱۰,https://divar.ir/v/gaN24D0R
مغازه ده متری  در میدان سردار جنگل,رهن و اجاره,یحی آباد,۱۰,۱۴۰۲,بدون اتاق,,,,۳ شهریور ۱۴۰۵، ۱۶:۰۹,https://divar.ir/v/gaN2IC1G
پیش آپارتمان تک واحد ۱۷۰ متر با چشم انداز بینظیر,فروش,حزین,,,,,,,۳ شهریور ۱۴۰۵، ۱۵:۵۱,https://divar.ir/v/gaNiIj_1
آپارتمان تکواحدی ۹۳ متر رزمندگان ۱۱,فروش,کوی زمانی,۹۳,۱۴۰۴,۲,"‏۱۰,۰۰۰,۰۰۰,۰۰۰ تومان","‏۱۰۷,۵۲۶,۰۰۰ تومان",۳ از ۳,۳ شهریور ۱۴۰۵، ۱۵:۴۹,https://divar.ir/v/gaNeo53J
تجاری-مسکونی منطقه توریستی سعدی ویو تلکابین,فروش,کوه بیجار,۱۷۰,۱۴۰۵,۳,"‏۴۵,۰۰۰,۰۰۰,۰۰۰ تومان","‏۱۶۰,۱۴۲,۰۰۰ تومان",,۳ شهریور ۱۴۰۵، ۱۵:۴۶,https://divar.ir/v/gaNeoe8F
زمین 566 متر نامه مجاز ویو ارتفاع تهاتر,فروش,آهندان,,,,"‏۱۲,۴۵۰,۰۰۰,۰۰۰ تومان","‏۲۱,۹۹۶,۰۰۰ تومان",,۱۲ مرداد ۱۴۰۵، ۲۲:۵۱,https://divar.ir/v/gawlO4TE
اجاره طبقه اول نوسازمستقل ۷۰م فول امکانات پارکینگ,رهن و اجاره,جمهوری,۷۰,۱۴۰۰,۱,,,۱,۱۰ مرداد ۱۴۰۵، ۱۷:۴۷,https://divar.ir/v/gat9P7Zw
اجاره مغازه سوستان کوهپایه 1,رهن و اجاره,لیل,۵۸,۱۴۰۰,بدون اتاق,,,,۳ شهریور ۱۴۰۵، ۱۵:۲۳,https://divar.ir/v/gaNCo_Wm
زمین۲۰۲مترپروانه ساخت به روز(ویوجنگل پلاک۲جنگل,فروش,لفمجان,,,,"‏۲,۹۰۰,۰۰۰,۰۰۰ تومان","‏۱۴,۳۵۶,۰۰۰ تومان",,۲۸ تیر ۱۴۰۵، ۱۴:۲۲,https://divar.ir/v/gacNBB2k
رهن ۱۱۴ متری_ فول امکانات_ بلوار مطهری,رهن کامل,شیشه گران,۱۱۴,۱۴۰۲,۲,,,۶,۳ شهریور ۱۴۰۵، ۱۵:۱۴,https://divar.ir/v/gaN-H8WK
۶۴۰ متر زمین در بازکیاگوراب,فروش,بازکیاگوراب,,,,"‏۳,۰۰۰,۰۰۰,۰۰۰ تومان","‏۴,۶۸۷,۰۰۰ تومان",,۲۸ مرداد ۱۴۰۵، ۱۵:۲۹,https://divar.ir/v/gaFq5Y5U
رهن و اجاره ۱۵۰ متری_ گلستان زوج_ کلیدنخورده,رهن و اجاره,گلستان,۱۵۰,۱۴۰۵,۳,,,۱ از ۵,۳ شهریور ۱۴۰۵، ۱۴:۴۸,https://divar.ir/v/gaNmX4eX
فروش زمین شهری لاهیجان خیابان دریا,فروش,گلستان,,,,"‏۲۰,۰۰۰,۰۰۰,۰۰۰ تومان","‏۷۰,۱۷۵,۰۰۰ تومان",,۳۱ خرداد ۱۴۰۵، ۱۲:۳۸,https://divar.ir/v/ga3gq3D8
آپارتمان ۵۰متری گلستان ۳۱,فروش,گلستان,۵۰,۱۳۹۲,۱,"‏۵,۶۰۰,۰۰۰,۰۰۰ تومان","‏۱۱۲,۰۰۰,۰۰۰ تومان",۳,۳ شهریور ۱۴۰۵، ۱۴:۲۳,https://divar.ir/v/gaNG3yw0
آپارتمان 68متری,فروش,خمیر کلایه,۶۸,۱۳۹۴,۱,"‏۵,۰۰۰,۰۰۰,۰۰۰ تومان","‏۷۳,۵۲۹,۰۰۰ تومان",۳ از ۳,۹ مرداد ۱۴۰۵، ۱۹:۰۹,https://divar.ir/v/gasF8m0Q
فروش سوییت مستقل شیک و بازسازی شده,فروش,کوی خزر,۶۲,۱۳۹۰,۲,"‏۷,۰۰۰,۰۰۰,۰۰۰ تومان","‏۱۱۲,۹۰۳,۰۰۰ تومان",همکف,۸ تیر ۱۴۰۵، ۱۸:۲۹,https://divar.ir/v/gaChoP6j
فروش آپارتمان نوساز و تک واحدی,فروش,گلستان,۱۰۰,۱۴۰۵,۲,"‏۱۴,۵۰۰,۰۰۰,۰۰۰ تومان","‏۱۴۵,۰۰۰,۰۰۰ تومان",۱ از ۴,۳۱ مرداد ۱۴۰۵، ۱۰:۲۹,https://divar.ir/v/gaJaU2vT
رهن ویلایی شیشه گران با ۵ پارکینگ,رهن و اجاره,شیشه گران,۲۳۱,۱۴۰۴,۴,,,,۳ شهریور ۱۴۰۵، ۱۳:۴۹,https://divar.ir/v/gaNymOYk
فروش زمین در چی چی نیکوتی,فروش,آهندان,,,,"‏۷,۰۰۰,۰۰۰,۰۰۰ تومان","‏۲۲,۷۲۷,۰۰۰ تومان",,۳ شهریور ۱۴۰۵، ۱۳:۳۶,https://divar.ir/v/gaNiW92Q
لیالستان،روبروی‌هتل آبشار،سندتک برگ،کاربری مسکونی,فروش,لیالستان,,,,"‏۱۳,۵۰۰,۰۰۰,۰۰۰ تومان","‏۳۹,۹۴۰,۰۰۰ تومان",,۳ شهریور ۱۴۰۵، ۱۳:۳۴,https://divar.ir/v/gaNa20SG
غیرقابل تبدیل مستقل آسیدمحمد ۷۰مترطبقه۲,رهن کامل,فیاض,۷۰,۱۳۹۵,۲,,,۲,۲۴ مرداد ۱۴۰۵، ۱۰:۲۸,https://divar.ir/v/gaA2Qrc-
زمین باغی واقع در روستای لواسی محله  لاهیجان,فروش,آهندان,,,,"‏۲۳,۵۰۰,۰۰۰,۰۰۰ تومان","‏۳,۲۴۸,۰۰۰ تومان",,۹ مرداد ۱۴۰۵، ۱۶:۱۴,https://divar.ir/v/gasd5hAG
رهن اپارتمان ۸۴ متری شیشه گران,رهن و اجاره,شیشه گران,۸۴,۱۳۹۵,۲,,,۲ از ۳,۳ شهریور ۱۴۰۵، ۱۳:۰۶,https://divar.ir/v/gaNGG-YP
۶۵ متری ‌، ۲خواب ،مهرگان,فروش,مهرگان,۶۵,۱۴۰۱,۲,"‏۸,۳۰۰,۰۰۰,۰۰۰ تومان","‏۱۲۷,۶۹۲,۰۰۰ تومان",۱,۳ شهریور ۱۴۰۵، ۱۳:۰۳,https://divar.ir/v/gaNGWOzG
زمین در اتوبان,فروش,بازکیاگوراب,,,,"‏۳,۲۲۴,۰۰۰,۰۰۰ تومان","‏۱۴,۹۹۵,۰۰۰ تومان",,۳ شهریور ۱۴۰۵، ۱۲:۵۶,https://divar.ir/v/gaN-lOb7
آپارتمان خیابان قیام  ۱۴۴متر,فروش,قیام,۱۴۴,۱۴۰۴,۳,"‏۱۸,۷۲۰,۰۰۰,۰۰۰ تومان","‏۱۳۰,۰۰۰,۰۰۰ تومان",۵ از ۵,۳ شهریور ۱۴۰۵، ۱۲:۴۵,https://divar.ir/v/gaNiV5YP
فروش ویلا کم نظیر در ساخت و ویوو,فروش,لیل,۲۷۰,۱۴۰۴,۳,"‏۴۵,۰۰۰,۰۰۰,۰۰۰ تومان","‏۱۵۰,۰۰۰,۰۰۰ تومان",,۳ شهریور ۱۴۰۵، ۱۲:۴۳,https://divar.ir/v/gaNyVjyC
فروش مغازه کمربندی میدان گیل,فروش,طالقانی,۵۵,۱۳۹۵,بدون اتاق,"‏۱۸,۵۰۰,۰۰۰,۰۰۰ تومان","‏۳۳۶,۳۶۳,۰۰۰ تومان",,۳ شهریور ۱۴۰۵، ۱۲:۳۹,https://divar.ir/v/gaNu1TD7
اپارتمان نورگیر ۷۶متری,فروش,کوی استادان,۷۸,۱۳۹۵,۲,"‏۷,۴۰۰,۰۰۰,۰۰۰ تومان","‏۹۴,۸۷۱,۰۰۰ تومان",۲,۳۱ مرداد ۱۴۰۵، ۲۲:۴۶,https://divar.ir/v/gaJWvEq3
